LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,EMP,MEN,THND_PER,M,2013-08,6200.337,
AUS,EMP,MEN,THND_PER,M,2013-09,6209.499,
AUS,EMP,MEN,THND_PER,M,2013-10,6193.526,
AUS,EMP,MEN,THND_PER,M,2013-11,6195.551,
AUS,EMP,MEN,THND_PER,M,2013-12,6177.01,
AUS,EMP,MEN,THND_PER,M,2014-01,6183.807,
AUS,EMP,MEN,THND_PER,M,2014-02,6206.702,
AUS,EMP,MEN,THND_PER,M,2014-03,6238.793,
AUS,EMP,MEN,THND_PER,M,2014-04,6237.223,
AUS,EMP,MEN,THND_PER,M,2014-05,6212.345,
AUS,EMP,MEN,THND_PER,M,2014-06,6223.571,
AUS,EMP,MEN,THND_PER,M,2014-07,6234.254,
AUS,EMP,MEN,THND_PER,M,2014-08,6241.399,
AUS,EMP,MEN,THND_PER,M,2014-09,6240.217,
AUS,EMP,MEN,THND_PER,M,2014-10,6226.488,
AUS,EMP,MEN,THND_PER,M,2014-11,6260.591,
AUS,EMP,MEN,THND_PER,M,2014-12,6265.115,
AUS,EMP,MEN,THND_PER,M,2015-01,6260.927,
AUS,EMP,MEN,THND_PER,M,2015-02,6299.844,
AUS,EMP,MEN,THND_PER,M,2015-03,6327.343,
AUS,EMP,MEN,THND_PER,M,2015-04,6304.427,
AUS,EMP,MEN,THND_PER,M,2015-05,6316.887,
AUS,EMP,MEN,THND_PER,M,2015-06,6314.39,
AUS,EMP,MEN,THND_PER,M,2015-07,6335.36,
AUS,EMP,MEN,THND_PER,M,2015-08,6339.784,
AUS,EMP,MEN,THND_PER,M,2015-09,6338.54,
AUS,EMP,MEN,THND_PER,M,2015-10,6359.419,
AUS,EMP,MEN,THND_PER,M,2015-11,6378.026,
AUS,EMP,MEN,THND_PER,M,2015-12,6384.302,
AUS,EMP,MEN,THND_PER,M,2016-01,6393.156,
AUS,EMP,MEN,THND_PER,M,2016-02,6384.742,
AUS,EMP,MEN,THND_PER,M,2016-03,6400.698,
AUS,EMP,MEN,THND_PER,M,2016-04,6382.222,
AUS,EMP,MEN,THND_PER,M,2016-05,6401.247,
AUS,EMP,MEN,THND_PER,M,2016-06,6403.947,
AUS,EMP,MEN,THND_PER,M,2016-07,6422.065,
AUS,EMP,TOT,THND_PER,M,1967-02,4883.2,
AUS,EMP,TOT,THND_PER,M,1967-05,4907.3,
AUS,EMP,TOT,THND_PER,M,1967-08,4945.7,
AUS,EMP,TOT,THND_PER,M,1967-11,4975.6,
AUS,EMP,TOT,THND_PER,M,1968-02,5000.6,
AUS,EMP,TOT,THND_PER,M,1968-05,5032.7,
AUS,EMP,TOT,THND_PER,M,1968-08,5068.7,
AUS,EMP,TOT,THND_PER,M,1968-11,5082.1,
AUS,EMP,TOT,THND_PER,M,1969-02,5137.3,
AUS,EMP,TOT,THND_PER,M,1969-05,5159.2,
AUS,EMP,TOT,THND_PER,M,1969-08,5196.4,
AUS,EMP,TOT,THND_PER,M,1969-11,5255.7,
AUS,EMP,TOT,THND_PER,M,1970-02,5318.4,
AUS,EMP,TOT,THND_PER,M,1970-05,5370.5,
AUS,EMP,TOT,THND_PER,M,1970-08,5410,
AUS,EMP,TOT,THND_PER,M,1970-11,5448.9,
AUS,EMP,TOT,THND_PER,M,1971-02,5480.8,
AUS,EMP,TOT,THND_PER,M,1971-05,5524.6,
AUS,EMP,TOT,THND_PER,M,1971-08,5532,
AUS,EMP,TOT,THND_PER,M,1971-11,5526.9,
AUS,EMP,TOT,THND_PER,M,1972-02,5536,
AUS,EMP,TOT,THND_PER,M,1972-05,5564.4,
AUS,EMP,TOT,THND_PER,M,1972-08,5628.6,
AUS,EMP,TOT,THND_PER,M,1972-11,5674.1,
AUS,EMP,TOT,THND_PER,M,1973-02,5703.8,
AUS,EMP,TOT,THND_PER,M,1973-05,5714.5,
AUS,EMP,TOT,THND_PER,M,1973-08,5804.8,
AUS,EMP,TOT,THND_PER,M,1973-11,5835.8,
AUS,EMP,TOT,THND_PER,M,1974-02,5900,
AUS,EMP,TOT,THND_PER,M,1974-05,5910.6,
AUS,EMP,TOT,THND_PER,M,1974-08,5878.9,
AUS,EMP,TOT,THND_PER,M,1974-11,5874.9,
AUS,EMP,TOT,THND_PER,M,1975-02,5827.9,
AUS,EMP,TOT,THND_PER,M,1975-05,5840.9,
AUS,EMP,TOT,THND_PER,M,1975-08,5865.8,
AUS,EMP,TOT,THND_PER,M,1975-11,5930.5,
AUS,EMP,TOT,THND_PER,M,1976-02,5951.2,
AUS,EMP,TOT,THND_PER,M,1976-05,5968.5,
AUS,EMP,TOT,THND_PER,M,1976-08,5922.1,
AUS,EMP,TOT,THND_PER,M,1976-11,5942.5,
AUS,EMP,TOT,THND_PER,M,1977-02,5989.2,
AUS,EMP,TOT,THND_PER,M,1977-05,6008.2,
AUS,EMP,TOT,THND_PER,M,1977-08,6018.9,
AUS,EMP,TOT,THND_PER,M,1977-11,5984.2,
AUS,EMP,TOT,THND_PER,M,1978-02,5993.603,
AUS,EMP,TOT,THND_PER,M,1978-03,6001.834,
AUS,EMP,TOT,THND_PER,M,1978-04,6031.953,
AUS,EMP,TOT,THND_PER,M,1978-05,6029.031,
AUS,EMP,TOT,THND_PER,M,1978-06,6032.131,
AUS,EMP,TOT,THND_PER,M,1978-07,6029.429,
AUS,EMP,TOT,THND_PER,M,1978-08,6031.139,
AUS,EMP,TOT,THND_PER,M,1978-09,6034.82,
AUS,EMP,TOT,THND_PER,M,1978-10,6037.329,
AUS,EMP,TOT,THND_PER,M,1978-11,6030.84,
AUS,EMP,TOT,THND_PER,M,1978-12,6052.19,
AUS,EMP,TOT,THND_PER,M,1979-01,6053.717,
AUS,EMP,TOT,THND_PER,M,1979-02,6060.193,
AUS,EMP,TOT,THND_PER,M,1979-03,6054.781,
AUS,EMP,TOT,THND_PER,M,1979-04,6065.42,
AUS,EMP,TOT,THND_PER,M,1979-05,6066.959,
AUS,EMP,TOT,THND_PER,M,1979-06,6097.875,
AUS,EMP,TOT,THND_PER,M,1979-07,6097.211,
AUS,EMP,TOT,THND_PER,M,1979-08,6114.491,
AUS,EMP,TOT,THND_PER,M,1979-09,6112.011,
AUS,EMP,TOT,THND_PER,M,1979-10,6152.103,
AUS,EMP,TOT,THND_PER,M,1979-11,6183.547,
AUS,EMP,TOT,THND_PER,M,1979-12,6183.696,
AUS,EMP,TOT,THND_PER,M,1980-01,6204.222,
AUS,EMP,TOT,THND_PER,M,1980-02,6219.559,
AUS,EMP,TOT,THND_PER,M,1980-03,6231.83,
AUS,EMP,TOT,THND_PER,M,1980-04,6244.093,
AUS,EMP,TOT,THND_PER,M,1980-05,6265.466,
AUS,EMP,TOT,THND_PER,M,1980-06,6273.763,
AUS,EMP,TOT,THND_PER,M,1980-07,6306.353,
AUS,EMP,TOT,THND_PER,M,1980-08,6309.392,
AUS,EMP,TOT,THND_PER,M,1980-09,6311.403,
AUS,EMP,TOT,THND_PER,M,1980-10,6305.16,
AUS,EMP,TOT,THND_PER,M,1980-11,6331.343,
AUS,EMP,TOT,THND_PER,M,1980-12,6351.601,
AUS,EMP,TOT,THND_PER,M,1981-01,6353.227,
AUS,EMP,TOT,THND_PER,M,1981-02,6372.13,
AUS,EMP,TOT,THND_PER,M,1981-03,6375.589,
AUS,EMP,TOT,THND_PER,M,1981-04,6405.797,
AUS,EMP,TOT,THND_PER,M,1981-05,6403.251,
AUS,EMP,TOT,THND_PER,M,1981-06,6418.861,
AUS,EMP,TOT,THND_PER,M,1981-07,6417.045,
AUS,EMP,TOT,THND_PER,M,1981-08,6434.55,
AUS,EMP,TOT,THND_PER,M,1981-09,6452.677,
AUS,EMP,TOT,THND_PER,M,1981-10,6427.259,
AUS,EMP,TOT,THND_PER,M,1981-11,6418.234,
AUS,EMP,TOT,THND_PER,M,1981-12,6429.945,
AUS,EMP,TOT,THND_PER,M,1982-01,6463.776,
AUS,EMP,TOT,THND_PER,M,1982-02,6450.153,
AUS,EMP,TOT,THND_PER,M,1982-03,6442.325,
AUS,EMP,TOT,THND_PER,M,1982-04,6454.803,
AUS,EMP,TOT,THND_PER,M,1982-05,6431.879,
AUS,EMP,TOT,THND_PER,M,1982-06,6418.811,
AUS,EMP,TOT,THND_PER,M,1982-07,6418.066,
AUS,EMP,TOT,THND_PER,M,1982-08,6412.722,
AUS,EMP,TOT,THND_PER,M,1982-09,6394.126,
AUS,EMP,TOT,THND_PER,M,1982-10,6400.186,
AUS,EMP,TOT,THND_PER,M,1982-11,6344.337,
AUS,EMP,TOT,THND_PER,M,1982-12,6295.865,
AUS,EMP,TOT,THND_PER,M,1983-01,6290.507,
AUS,EMP,TOT,THND_PER,M,1983-02,6289.248,
AUS,EMP,TOT,THND_PER,M,1983-03,6255.376,
AUS,EMP,TOT,THND_PER,M,1983-04,6234.982,
AUS,EMP,TOT,THND_PER,M,1983-05,6263.112,
AUS,EMP,TOT,THND_PER,M,1983-06,6269.169,
AUS,EMP,TOT,THND_PER,M,1983-07,6276.516,
AUS,EMP,TOT,THND_PER,M,1983-08,6285.719,
AUS,EMP,TOT,THND_PER,M,1983-09,6311.081,
AUS,EMP,TOT,THND_PER,M,1983-10,6315.784,
AUS,EMP,TOT,THND_PER,M,1983-11,6349.773,
AUS,EMP,TOT,THND_PER,M,1983-12,6379.515,
AUS,EMP,TOT,THND_PER,M,1984-01,6373.881,
AUS,EMP,TOT,THND_PER,M,1984-02,6390.685,
AUS,EMP,TOT,THND_PER,M,1984-03,6446.07,
AUS,EMP,TOT,THND_PER,M,1984-04,6456.075,
AUS,EMP,TOT,THND_PER,M,1984-05,6478.874,
AUS,EMP,TOT,THND_PER,M,1984-06,6498.828,
AUS,EMP,TOT,THND_PER,M,1984-07,6509.724,
AUS,EMP,TOT,THND_PER,M,1984-08,6507.589,
AUS,EMP,TOT,THND_PER,M,1984-09,6534.925,
AUS,EMP,TOT,THND_PER,M,1984-10,6535.664,
AUS,EMP,TOT,THND_PER,M,1984-11,6544.097,
AUS,EMP,TOT,THND_PER,M,1984-12,6553.669,
AUS,EMP,TOT,THND_PER,M,1985-01,6568.89,
AUS,EMP,TOT,THND_PER,M,1985-02,6623.332,
AUS,EMP,TOT,THND_PER,M,1985-03,6597.15,
AUS,EMP,TOT,THND_PER,M,1985-04,6608.072,
AUS,EMP,TOT,THND_PER,M,1985-05,6646.641,
AUS,EMP,TOT,THND_PER,M,1985-06,6656.945,
AUS,EMP,TOT,THND_PER,M,1985-07,6683.839,
AUS,EMP,TOT,THND_PER,M,1985-08,6732.157,
AUS,EMP,TOT,THND_PER,M,1985-09,6772.313,
AUS,EMP,TOT,THND_PER,M,1985-10,6758.917,
AUS,EMP,TOT,THND_PER,M,1985-11,6849.059,
AUS,EMP,TOT,THND_PER,M,1985-12,6822.324,
AUS,EMP,TOT,THND_PER,M,1986-01,6874.688,
AUS,EMP,TOT,THND_PER,M,1986-02,6888.434,
AUS,EMP,TOT,THND_PER,M,1986-03,6895.939,
AUS,EMP,TOT,THND_PER,M,1986-04,6967.93,
AUS,EMP,TOT,THND_PER,M,1986-05,6966.453,
AUS,EMP,TOT,THND_PER,M,1986-06,7002.892,
AUS,EMP,TOT,THND_PER,M,1986-07,6985.403,
AUS,EMP,TOT,THND_PER,M,1986-08,6969.56,
AUS,EMP,TOT,THND_PER,M,1986-09,6997.208,
AUS,EMP,TOT,THND_PER,M,1986-10,7022.676,
AUS,EMP,TOT,THND_PER,M,1986-11,7003.117,
AUS,EMP,TOT,THND_PER,M,1986-12,7023.362,
AUS,EMP,TOT,THND_PER,M,1987-01,7026.998,
AUS,EMP,TOT,THND_PER,M,1987-02,7054.504,
AUS,EMP,TOT,THND_PER,M,1987-03,7061.629,
AUS,EMP,TOT,THND_PER,M,1987-04,7078.242,
AUS,EMP,TOT,THND_PER,M,1987-05,7090.446,
AUS,EMP,TOT,THND_PER,M,1987-06,7123.424,
AUS,EMP,TOT,THND_PER,M,1987-07,7170.388,
AUS,EMP,TOT,THND_PER,M,1987-08,7154.987,
AUS,EMP,TOT,THND_PER,M,1987-09,7140.563,
AUS,EMP,TOT,THND_PER,M,1987-10,7171.214,
AUS,EMP,TOT,THND_PER,M,1987-11,7153.938,
AUS,EMP,TOT,THND_PER,M,1987-12,7232.428,
AUS,EMP,TOT,THND_PER,M,1988-01,7295.862,
AUS,EMP,TOT,THND_PER,M,1988-02,7281.018,
AUS,EMP,TOT,THND_PER,M,1988-03,7322.117,
AUS,EMP,TOT,THND_PER,M,1988-04,7353.469,
AUS,EMP,TOT,THND_PER,M,1988-05,7340.269,
AUS,EMP,TOT,THND_PER,M,1988-06,7358.03,
AUS,EMP,TOT,THND_PER,M,1988-07,7377.977,
AUS,EMP,TOT,THND_PER,M,1988-08,7409.531,
AUS,EMP,TOT,THND_PER,M,1988-09,7453.359,
AUS,EMP,TOT,THND_PER,M,1988-10,7470.896,
AUS,EMP,TOT,THND_PER,M,1988-11,7487.507,
AUS,EMP,TOT,THND_PER,M,1988-12,7517.859,
AUS,EMP,TOT,THND_PER,M,1989-01,7547.614,
AUS,EMP,TOT,THND_PER,M,1989-02,7604.18,
AUS,EMP,TOT,THND_PER,M,1989-03,7625.321,
AUS,EMP,TOT,THND_PER,M,1989-04,7651.776,
AUS,EMP,TOT,THND_PER,M,1989-05,7704.33,
AUS,EMP,TOT,THND_PER,M,1989-06,7708.217,
AUS,EMP,TOT,THND_PER,M,1989-07,7736.257,
AUS,EMP,TOT,THND_PER,M,1989-08,7774.615,
AUS,EMP,TOT,THND_PER,M,1989-09,7783.565,
AUS,EMP,TOT,THND_PER,M,1989-10,7796.341,
AUS,EMP,TOT,THND_PER,M,1989-11,7848.197,
AUS,EMP,TOT,THND_PER,M,1989-12,7826.249,
AUS,EMP,TOT,THND_PER,M,1990-01,7830.708,
AUS,EMP,TOT,THND_PER,M,1990-02,7844.125,
AUS,EMP,TOT,THND_PER,M,1990-03,7864.151,
AUS,EMP,TOT,THND_PER,M,1990-04,7865.452,
AUS,EMP,TOT,THND_PER,M,1990-05,7889.738,
AUS,EMP,TOT,THND_PER,M,1990-06,7898.69,
AUS,EMP,TOT,THND_PER,M,1990-07,7899.431,
AUS,EMP,TOT,THND_PER,M,1990-08,7866.994,
AUS,EMP,TOT,THND_PER,M,1990-09,7841.819,
AUS,EMP,TOT,THND_PER,M,1990-10,7832.248,
AUS,EMP,TOT,THND_PER,M,1990-11,7816.903,
AUS,EMP,TOT,THND_PER,M,1990-12,7811.201,
AUS,EMP,TOT,THND_PER,M,1991-01,7749.966,
AUS,EMP,TOT,THND_PER,M,1991-02,7755.222,
AUS,EMP,TOT,THND_PER,M,1991-03,7702.962,
AUS,EMP,TOT,THND_PER,M,1991-04,7698.842,
AUS,EMP,TOT,THND_PER,M,1991-05,7683.676,
AUS,EMP,TOT,THND_PER,M,1991-06,7655.65,
AUS,EMP,TOT,THND_PER,M,1991-07,7634.188,
AUS,EMP,TOT,THND_PER,M,1991-08,7634.265,
AUS,EMP,TOT,THND_PER,M,1991-09,7640.954,
AUS,EMP,TOT,THND_PER,M,1991-10,7617.139,
AUS,EMP,TOT,THND_PER,M,1991-11,7606.95,
AUS,EMP,TOT,THND_PER,M,1991-12,7617.208,
AUS,EMP,TOT,THND_PER,M,1992-01,7634.575,
AUS,EMP,TOT,THND_PER,M,1992-02,7647.051,
AUS,EMP,TOT,THND_PER,M,1992-03,7630.1,
AUS,EMP,TOT,THND_PER,M,1992-04,7627.432,
AUS,EMP,TOT,THND_PER,M,1992-05,7613.719,
AUS,EMP,TOT,THND_PER,M,1992-06,7631.832,
AUS,EMP,TOT,THND_PER,M,1992-07,7651.077,
AUS,EMP,TOT,THND_PER,M,1992-08,7667.988,
AUS,EMP,TOT,THND_PER,M,1992-09,7630.736,
AUS,EMP,TOT,THND_PER,M,1992-10,7642.954,
AUS,EMP,TOT,THND_PER,M,1992-11,7580.898,
AUS,EMP,TOT,THND_PER,M,1992-12,7602.41,
AUS,EMP,TOT,THND_PER,M,1993-01,7649.199,
AUS,EMP,TOT,THND_PER,M,1993-02,7579.627,
AUS,EMP,TOT,THND_PER,M,1993-03,7627.677,
AUS,EMP,TOT,THND_PER,M,1993-04,7612.259,
AUS,EMP,TOT,THND_PER,M,1993-05,7609.717,
AUS,EMP,TOT,THND_PER,M,1993-06,7623.388,
AUS,EMP,TOT,THND_PER,M,1993-07,7627.53,
AUS,EMP,TOT,THND_PER,M,1993-08,7648.179,
AUS,EMP,TOT,THND_PER,M,1993-09,7666.727,
AUS,EMP,TOT,THND_PER,M,1993-10,7718.1,
AUS,EMP,TOT,THND_PER,M,1993-11,7739.777,
AUS,EMP,TOT,THND_PER,M,1993-12,7748.741,
AUS,EMP,TOT,THND_PER,M,1994-01,7762.119,
AUS,EMP,TOT,THND_PER,M,1994-02,7788.542,
AUS,EMP,TOT,THND_PER,M,1994-03,7803.287,
AUS,EMP,TOT,THND_PER,M,1994-04,7812.334,
AUS,EMP,TOT,THND_PER,M,1994-05,7852.46,
AUS,EMP,TOT,THND_PER,M,1994-06,7872.426,
AUS,EMP,TOT,THND_PER,M,1994-07,7947.937,
AUS,EMP,TOT,THND_PER,M,1994-08,7931.557,
AUS,EMP,TOT,THND_PER,M,1994-09,7978.018,
AUS,EMP,TOT,THND_PER,M,1994-10,7979.238,
AUS,EMP,TOT,THND_PER,M,1994-11,7995.729,
AUS,EMP,TOT,THND_PER,M,1994-12,8036.263,
AUS,EMP,TOT,THND_PER,M,1995-01,8043.399,
AUS,EMP,TOT,THND_PER,M,1995-02,8098.776,
AUS,EMP,TOT,THND_PER,M,1995-03,8098.348,
AUS,EMP,TOT,THND_PER,M,1995-04,8160.114,
AUS,EMP,TOT,THND_PER,M,1995-05,8166.033,
AUS,EMP,TOT,THND_PER,M,1995-06,8198.002,
AUS,EMP,TOT,THND_PER,M,1995-07,8206.631,
AUS,EMP,TOT,THND_PER,M,1995-08,8236.868,
AUS,EMP,TOT,THND_PER,M,1995-09,8220.571,
AUS,EMP,TOT,THND_PER,M,1995-10,8218.069,
AUS,EMP,TOT,THND_PER,M,1995-11,8288.451,
AUS,EMP,TOT,THND_PER,M,1995-12,8288.793,
AUS,EMP,TOT,THND_PER,M,1996-01,8281.668,
AUS,EMP,TOT,THND_PER,M,1996-02,8293.807,
AUS,EMP,TOT,THND_PER,M,1996-03,8265.7,
AUS,EMP,TOT,THND_PER,M,1996-04,8293.039,
AUS,EMP,TOT,THND_PER,M,1996-05,8303.03,
AUS,EMP,TOT,THND_PER,M,1996-06,8302.588,
AUS,EMP,TOT,THND_PER,M,1996-07,8305.46,
AUS,EMP,TOT,THND_PER,M,1996-08,8302.826,
AUS,EMP,TOT,THND_PER,M,1996-09,8291.999,
AUS,EMP,TOT,THND_PER,M,1996-10,8305.711,
AUS,EMP,TOT,THND_PER,M,1996-11,8298.354,
AUS,EMP,TOT,THND_PER,M,1996-12,8321.557,
AUS,EMP,TOT,THND_PER,M,1997-01,8335.443,
AUS,EMP,TOT,THND_PER,M,1997-02,8336.721,
AUS,EMP,TOT,THND_PER,M,1997-03,8339.986,
AUS,EMP,TOT,THND_PER,M,1997-04,8329.688,
AUS,EMP,TOT,THND_PER,M,1997-05,8339.842,
AUS,EMP,TOT,THND_PER,M,1997-06,8334.689,
AUS,EMP,TOT,THND_PER,M,1997-07,8341.912,
AUS,EMP,TOT,THND_PER,M,1997-08,8336.458,
AUS,EMP,TOT,THND_PER,M,1997-09,8392.176,
AUS,EMP,TOT,THND_PER,M,1997-10,8390.424,
AUS,EMP,TOT,THND_PER,M,1997-11,8445.376,
AUS,EMP,TOT,THND_PER,M,1997-12,8428.474,
AUS,EMP,TOT,THND_PER,M,1998-01,8439.2,
AUS,EMP,TOT,THND_PER,M,1998-02,8455.863,
AUS,EMP,TOT,THND_PER,M,1998-03,8458.658,
AUS,EMP,TOT,THND_PER,M,1998-04,8487.646,
AUS,EMP,TOT,THND_PER,M,1998-05,8493.711,
AUS,EMP,TOT,THND_PER,M,1998-06,8505.756,
AUS,EMP,TOT,THND_PER,M,1998-07,8511.26,
AUS,EMP,TOT,THND_PER,M,1998-08,8534.917,
AUS,EMP,TOT,THND_PER,M,1998-09,8570.845,
AUS,EMP,TOT,THND_PER,M,1998-10,8584.354,
AUS,EMP,TOT,THND_PER,M,1998-11,8555.273,
AUS,EMP,TOT,THND_PER,M,1998-12,8581.803,
AUS,EMP,TOT,THND_PER,M,1999-01,8585.718,
AUS,EMP,TOT,THND_PER,M,1999-02,8595.952,
AUS,EMP,TOT,THND_PER,M,1999-03,8622.693,
AUS,EMP,TOT,THND_PER,M,1999-04,8621.067,
AUS,EMP,TOT,THND_PER,M,1999-05,8619.38,
AUS,EMP,TOT,THND_PER,M,1999-06,8662.033,
AUS,EMP,TOT,THND_PER,M,1999-07,8671.482,
AUS,EMP,TOT,THND_PER,M,1999-08,8691.971,
AUS,EMP,TOT,THND_PER,M,1999-09,8696.716,
AUS,EMP,TOT,THND_PER,M,1999-10,8738.675,
AUS,EMP,TOT,THND_PER,M,1999-11,8752.381,
AUS,EMP,TOT,THND_PER,M,1999-12,8782.747,
AUS,EMP,TOT,THND_PER,M,2000-01,8737.917,
AUS,EMP,TOT,THND_PER,M,2000-02,8788.334,
AUS,EMP,TOT,THND_PER,M,2000-03,8836.51,
AUS,EMP,TOT,THND_PER,M,2000-04,8872.894,
AUS,EMP,TOT,THND_PER,M,2000-05,8876.747,
AUS,EMP,TOT,THND_PER,M,2000-06,8911.779,
AUS,EMP,TOT,THND_PER,M,2000-07,8986.251,
AUS,EMP,TOT,THND_PER,M,2000-08,8990.198,
AUS,EMP,TOT,THND_PER,M,2000-09,8981.969,
AUS,EMP,TOT,THND_PER,M,2000-10,8956.767,
AUS,EMP,TOT,THND_PER,M,2000-11,8906.346,
AUS,EMP,TOT,THND_PER,M,2000-12,8941.709,
AUS,EMP,TOT,THND_PER,M,2001-01,8949.406,
AUS,EMP,TOT,THND_PER,M,2001-02,8951.994,
AUS,EMP,TOT,THND_PER,M,2001-03,8958.901,
AUS,EMP,TOT,THND_PER,M,2001-04,9016.519,
AUS,EMP,TOT,THND_PER,M,2001-05,9012.272,
AUS,EMP,TOT,THND_PER,M,2001-06,9007.693,
AUS,EMP,TOT,THND_PER,M,2001-07,9021.859,
AUS,EMP,TOT,THND_PER,M,2001-08,9046.239,
AUS,EMP,TOT,THND_PER,M,2001-09,9030.079,
AUS,EMP,TOT,THND_PER,M,2001-10,9042.491,
AUS,EMP,TOT,THND_PER,M,2001-11,9073.577,
AUS,EMP,TOT,THND_PER,M,2001-12,9063.637,
AUS,EMP,TOT,THND_PER,M,2002-01,9090.152,
AUS,EMP,TOT,THND_PER,M,2002-02,9122.912,
AUS,EMP,TOT,THND_PER,M,2002-03,9123.965,
AUS,EMP,TOT,THND_PER,M,2002-04,9123.088,
AUS,EMP,TOT,THND_PER,M,2002-05,9136.896,
AUS,EMP,TOT,THND_PER,M,2002-06,9164.974,
AUS,EMP,TOT,THND_PER,M,2002-07,9169.36,
AUS,EMP,TOT,THND_PER,M,2002-08,9222.666,
AUS,EMP,TOT,THND_PER,M,2002-09,9230.202,
AUS,EMP,TOT,THND_PER,M,2002-10,9232.997,
AUS,EMP,TOT,THND_PER,M,2002-11,9286.993,
AUS,EMP,TOT,THND_PER,M,2002-12,9327.454,
AUS,EMP,TOT,THND_PER,M,2003-01,9380.303,
AUS,EMP,TOT,THND_PER,M,2003-02,9401.823,
AUS,EMP,TOT,THND_PER,M,2003-03,9350.147,
AUS,EMP,TOT,THND_PER,M,2003-04,9361.509,
AUS,EMP,TOT,THND_PER,M,2003-05,9377.739,
AUS,EMP,TOT,THND_PER,M,2003-06,9354.861,
AUS,EMP,TOT,THND_PER,M,2003-07,9347.431,
AUS,EMP,TOT,THND_PER,M,2003-08,9398.709,
AUS,EMP,TOT,THND_PER,M,2003-09,9413.433,
AUS,EMP,TOT,THND_PER,M,2003-10,9432.115,
AUS,EMP,TOT,THND_PER,M,2003-11,9429.684,
AUS,EMP,TOT,THND_PER,M,2003-12,9460.021,
AUS,EMP,TOT,THND_PER,M,2004-01,9457.618,
AUS,EMP,TOT,THND_PER,M,2004-02,9461.736,
AUS,EMP,TOT,THND_PER,M,2004-03,9490.178,
AUS,EMP,TOT,THND_PER,M,2004-04,9511.434,
AUS,EMP,TOT,THND_PER,M,2004-05,9529.535,
AUS,EMP,TOT,THND_PER,M,2004-06,9530.423,
AUS,EMP,TOT,THND_PER,M,2004-07,9542.461,
AUS,EMP,TOT,THND_PER,M,2004-08,9532.644,
AUS,EMP,TOT,THND_PER,M,2004-09,9595.504,
AUS,EMP,TOT,THND_PER,M,2004-10,9645.854,
AUS,EMP,TOT,THND_PER,M,2004-11,9676.307,
AUS,EMP,TOT,THND_PER,M,2004-12,9691.129,
AUS,EMP,TOT,THND_PER,M,2005-01,9736.673,
AUS,EMP,TOT,THND_PER,M,2005-02,9772.223,
AUS,EMP,TOT,THND_PER,M,2005-03,9809.11,
AUS,EMP,TOT,THND_PER,M,2005-04,9858.312,
AUS,EMP,TOT,THND_PER,M,2005-05,9846.38,
AUS,EMP,TOT,THND_PER,M,2005-06,9884.697,
AUS,EMP,TOT,THND_PER,M,2005-07,9902.141,
AUS,EMP,TOT,THND_PER,M,2005-08,9941.125,
AUS,EMP,TOT,THND_PER,M,2005-09,9930.366,
AUS,EMP,TOT,THND_PER,M,2005-10,9932.059,
AUS,EMP,TOT,THND_PER,M,2005-11,9946.088,
AUS,EMP,TOT,THND_PER,M,2005-12,9955.383,
AUS,EMP,TOT,THND_PER,M,2006-01,9950.742,
AUS,EMP,TOT,THND_PER,M,2006-02,9988.907,
AUS,EMP,TOT,THND_PER,M,2006-03,10031.18,
AUS,EMP,TOT,THND_PER,M,2006-04,10042.9,
AUS,EMP,TOT,THND_PER,M,2006-05,10077.3,
AUS,EMP,TOT,THND_PER,M,2006-06,10109.12,
AUS,EMP,TOT,THND_PER,M,2006-07,10159.44,
AUS,EMP,TOT,THND_PER,M,2006-08,10174.03,
AUS,EMP,TOT,THND_PER,M,2006-09,10223.2,
AUS,EMP,TOT,THND_PER,M,2006-10,10195.83,
AUS,EMP,TOT,THND_PER,M,2006-11,10225,
AUS,EMP,TOT,THND_PER,M,2006-12,10280.05,
AUS,EMP,TOT,THND_PER,M,2007-01,10270.37,
AUS,EMP,TOT,THND_PER,M,2007-02,10302.38,
AUS,EMP,TOT,THND_PER,M,2007-03,10338.47,
AUS,EMP,TOT,THND_PER,M,2007-04,10366.8,
AUS,EMP,TOT,THND_PER,M,2007-05,10409.08,
AUS,EMP,TOT,THND_PER,M,2007-06,10426.63,
AUS,EMP,TOT,THND_PER,M,2007-07,10443.1,
AUS,EMP,TOT,THND_PER,M,2007-08,10475.79,
AUS,EMP,TOT,THND_PER,M,2007-09,10512.27,
AUS,EMP,TOT,THND_PER,M,2007-10,10507.79,
AUS,EMP,TOT,THND_PER,M,2007-11,10557.01,
AUS,EMP,TOT,THND_PER,M,2007-12,10578.03,
AUS,EMP,TOT,THND_PER,M,2008-01,10617.53,
AUS,EMP,TOT,THND_PER,M,2008-02,10643.59,
AUS,EMP,TOT,THND_PER,M,2008-03,10673.55,
AUS,EMP,TOT,THND_PER,M,2008-04,10710.42,
AUS,EMP,TOT,THND_PER,M,2008-05,10686.16,
AUS,EMP,TOT,THND_PER,M,2008-06,10737.55,
AUS,EMP,TOT,THND_PER,M,2008-07,10747.85,
AUS,EMP,TOT,THND_PER,M,2008-08,10782.51,
AUS,EMP,TOT,THND_PER,M,2008-09,10775.21,
AUS,EMP,TOT,THND_PER,M,2008-10,10793.4,
AUS,EMP,TOT,THND_PER,M,2008-11,10777.82,
